,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
1109,6923,2018_DoWR_5797_1,HAILAKANDI/SDRF/2017-18/2,Im at Tasla Dam Pk-1,Immediate measures to improvement of Dhaleswari and Katakhal dranage basin Ph-II Tasla dam including Breach Closing Work for 2017-18 under SDRF.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,16-02-2018 18:00,,180,No,No,Offline,24-02-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,1.0,,,,10599633,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1110,6924,2018_DoWR_5815_1,HAILAKANDI/SDRF/2017-18/2,IM at Tasla Dam Pk-2,Immediate measures to improvement of Dhaleswari and Katakhal dranage basin Ph II Tasla dam including Breach Closing Work for 2017-18 under SDRF.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,16-02-2018 18:00,,180,No,No,Offline,24-02-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,2.0,,,,13931389,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1111,6925,2018_DoWR_5816_1,HAILAKANDI/SDRF/2017-18/2,IM at Tasla Dam Pk-3,Immediate measures to improvement of Dhaleswari and Katakhal dranage basin Ph II Tasla dam including Breach Closing Work for 2017-18 under SDRF.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,16-02-2018 18:00,,180,No,No,Offline,24-02-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,3.0,,,,13960211,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1112,6927,2018_DoWR_5817_1,HAILAKANDI/SDRF/2017-18/2,IM at Tasla Dm Pk-4,Immediate measures to improvement of Dhaleswari and Katakhal dranage basin Ph II Tasla dam including Breach Closing Work for 2017-18 under SDRF.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,16-02-2018 18:00,,180,No,No,Offline,24-02-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,2.0,,,,1995969,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1244,7542,2018_DoWR_6310_1,HAILAKANDI/RIDF-XXIII/1,AE to protect Sahabad-Rongpur area,Anti Erosion Measures to Protect Sahabad-Rongpur area including NH-154 from the erosion of R/Katakhal on its L/B (Length-145m) under RIDF,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,14-03-2018 18:00,,180,No,No,Offline,03-04-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,3.0,,,,34225321,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 1, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 2, 'ae': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,"'SAHABAD', 'RONGPUR', 'Rongpur'",HAILAKANDI,Hailakandi,Hailakandi
1506,9159,2018_PWD_7571_1,T/CC/ETN/SIL/2017-18/362(T),SE/HKD/SOPD/G/20,SE/HKD/SOPD/G/20 Construction of RCC Slab Culvert at Bukabeel on Katlicherra Boldaboldi Road including repairing of Quarter of EE under Hailakandi Rural Road Division under SOPD G for 2017-18,Works,Open Tender,Works,Civil Works – Roads,2018-2019,No,No,,12-06-2018 10:30,,180,No,No,Offline,21-06-2018 14:00,Public Works Roads Department,Public Works Roads Department,Hailakandi,788151,2.0,,,,4405229,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 2}",,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,'KATLICHERRA',KATLICHERRA,Hailakandi,Hailakandi
1596,10102,2018_PWD_8183_3,CE/STBR/SP/TEN/56/2018-19/06,Algapur/SIG/18,"Algapur/SIG/18 Construction of RCC Bridge at Ch-4700.00 m over river Dhaleswari on the Road starting from Sluice Gate on NH-154 at Dholeswari on FAPNA Road at Janaki Bazar via Mirakul Mokam, Saiza Mokam under Signature Project.",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,13-08-2018 10:30,,180,No,No,Offline,30-08-2018 11:00,Public Works Roads Department,Public Works Roads Department,Algapur,781003,4.0,,,,96952000,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'rcc': 1, 'sluice': 1, 'road': 2, 'bridge': 1}",,HAILAKANDI,HAILAKANDI,False,HAILAKANDI,'ALGAPUR',ALGAPUR,Algapur,Algapur
1723,10847,2018_DoWR_8746_1,HAILAKANDI/SDRF/2017-18/II/1,IM at Bashdahar,Immediate measures for restoration of damages occurred near Kuchilaghat on left bank of river Katakhal at Bashdahar Pt-I for 2017-18 under SDRF,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,27-09-2018 18:00,,180,No,No,Offline,09-10-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,1.0,,,,17595221,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,,HAILAKANDI,Hailakandi,Hailakandi
1724,10848,2018_DoWR_8747_1,HAILAKANDI/SDRF/2017-18/II/2,IM at Rajyeswarpur,Immediate measures for restoration of damages occurred at Nalubak and Barbond area on L/B of Katakhal at Rajyeswarpur Pt-I for 2017-18 under SDRF,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,27-09-2018 18:00,,180,No,No,Offline,09-10-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788152,2.0,,,,21727309,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'RAJYESWARPUR',HAILAKANDI,Hailakandi,Hailakandi
1730,10891,2018_DoWR_8777_1,HAILAKANDI/SDRF/2017-18/II/3,IM at RIVER KATAKHAL,IMMEDIATE MEASURES TO DYKE ALONG L/B OF RIVER KATAKHAL FROM RATANPURGHAT TO MOHANPUR FOR 2017-18 (UNDER SDRF),Works,Open Tender,Works,Civil Works,2018-2019,No,No,,29-09-2018 18:00,,180,No,No,Offline,10-10-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hailakandi,788155,2.0,,,,25471020,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",HAILAKANDI,,HAILAKANDI,False,HAILAKANDI,'MOHANPUR',HAILAKANDI,Hailakandi,Hailakandi
