,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci,tender_revenueci_location,HQ_flag,REVENUE_CIRCLE_FINALISED
1821,13018,2018_PWD_9822_1,T/GRC/NIT/510/2018-19/3613,KAM(R)/SOPD/ GRC/2018-19/39,Improvement of Road from Goroimari PWD I.D. to E and D Bund (Non-PMGSY) under SOPD for the year 2018-19(L-800.00 m) under Guwahati Road Division-Chaygaon LAC,Works,Open Tender,Item Rate,Civil Works – Roads,2018-2019,No,No,,16-11-2018 17:00,,90,No,No,Offline,22-11-2018 15:00,Public Works Roads Department,Public Works Roads Department,Chhaygaon,781123,2.0,,,,4933900,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'bund': 1, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,'CHAYGAON',CHAYGAON,Goroimari,Goroimari,Chhaygaon,False,Chhaygaon
1841,13939,2018_PWD_10290_1,Hajo/SOPD(G)/ 2018-19/3,"Improvement/ Construction of roads of 55-Hajo LAC under SOPD (G) for the year 2018-19. (1) Checha Basbari - Bahana Road, (2) Kulhati Pension Bhawan to Dariyajan Shiva Mandir, (3) Kothalghopa Embankment from Nripen Deodhai House to Kothalghopa L P Sch","Improvement/ Construction of roads of 55-Hajo LAC under SOPD (G) for the year 2018-19. (1) Checha Basbari - Bahana Road, (2) Kulhati Pension Bhawan to Dariyajan Shiva Mandir, (3) Kothalghopa Embankment from Nripen Deodhai House to Kothalghopa L P Sch",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,07-12-2018 18:00,10-12-2018 11:00,180,No,No,Offline,02-01-2019 11:00,Public Works Roads Department,Public Works Roads Department,Hajo,781102,2.0,,,,29161000,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 2, 'roads': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'KULHATI', 'BAHANA', 'Bahana'",HAJO,Hajo,Hajo,Hajo,False,Hajo
2198,17014,2019_PWD_12426_1,CS/GRC/GRD/SDRF/2018-19/112/,KAM(R)/SDRF/GRC2018-19/100,Restoration of Flood damaged Mairang Rani Godown Azara Road under SDRF for the year 2017-18.,Works,Open Tender,Works,Civil Works – Roads,2018-2019,No,No,,04-03-2019 14:00,,90,No,No,Offline,11-03-2019 15:00,Public Works Roads Department,Public Works Roads Department,Azara,781101,3.0,,,,8060809,Financial Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 3},,KAMRUP,KAMRUP,False,KAMRUP,"'AZARA', 'Azara'",RANI,Azara,Azara,Azara,False,Azara
2359,19172,2019_PWBNH_14304_1,PWD-NH(R )/RAN /SOPD/2019-20/15,Construction of CC Cover Drain with RCC slab and Box Culvert for feeder road from Ch-102.552 to Ch-105.602 km of NH-15 under SOPD for the year 2019-20 under Rangia NH Division in the state of Assam,Construction of CC Cover Drain with RCC slab and Box Culvert for feeder road from Ch-102.552 to Ch-105.602 km of NH-15 under SOPD for the year 2019-20 under Rangia NH Division in the state of Assam,Works,Open Tender,Item Rate,Civil Works – Highways,2019-2020,No,No,,01-10-2019 16:30,04-10-2019 12:00,180,No,No,Offline,09-10-2019 16:00,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Planning - PWBNH,Public Works Building and NH Department,Rangia,781354,3.0,,,,197199258,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'drain': 2, 'box': 2, 'rcc': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,,RANGIA,Rangia (Pt),"Rangia
(Pt)","Rangia
(Pt)",False,"Rangia
(Pt)"
2541,20276,2019_PWD_15265_1,NLRC/T/2019-20/3555,SDRF (SOPD)/LNB/01,Reconstruction of Chandmari Road under SDRF SOPD for 2019-20.,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,07-12-2019 16:30,,180,No,No,Offline,24-12-2019 11:00,Public Works Roads Department,Public Works Roads Department,Chamaria,787001,9.0,,,,5738699,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Immediate Measures,{'sdrf': 2},,,KAMRUP,False,KAMRUP,,,,,Chamaria,False,Chamaria
2576,20684,2019_ID_15564_1,02 Makeli Ph-III_SOPD-SCSP_2019-20 dt 24_12_19,Construction of Pier _ Bank Protection work at Downstream of Head work _Renovation of Aflux Bund,Pier_Bank Protection work at Downstream of Head work_Renovation of Aflux Bund _Construction of Grade four quarter_Construction of Head Regulator at Left and Right Bank of River _Construction of Regulator at 500 m of U_S of River and Closing Bund,Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,27-12-2019 10:00,,365,No,No,Offline,10-01-2020 15:00,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Guwahati Project Circle (Irrigation)||Guwahati West Division (Irrigation),Irrigation Department,Vill 2 No Makeli_Boko,781136,2.0,,,,12669680,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 3, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'bank protection': 2, 'bund': 3}",,,KAMRUP,False,KAMRUP,"'MAKELI', 'Makeli'",CHAYGAON,Chhaygaon,Chhaygaon,,False,Chhaygaon
2577,20688,2019_ID_15571_1,02 Makeli Ph-III_SOPD-SCSP_2019-20 dt 24_12_19,Construction of  oulet for RCC canal 38 nos oulet for Earthen canal 32 nos Cross drainage 5 nos Cattle crosssing 8 nos culvert 1 no Acqueduct 1 no of 2 no Makeli FIS Ph-III underSOPD SCSP for the year 2018-19,Earth work RCC work Brick work shuttering plastering etc,Works,Open Tender,Item Rate,Civil Works,2019-2020,No,No,,27-12-2019 10:00,,365,No,No,Offline,10-01-2020 15:00,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Guwahati Project Circle (Irrigation)||Guwahati West Division (Irrigation),Irrigation Department,Vill 2 No Makeli_Boko,781136,3.0,,,,3103528,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'culvert': 1, 'drainage': 1, 'rcc': 2, 'canal': 2}",,,KAMRUP,False,KAMRUP,"'MAKELI', 'Makeli'",CHAYGAON,Chhaygaon,Chhaygaon,,False,Chhaygaon
2969,23323,2020_PWD_17302_1,No. GRC/NIT/510/2018-19/1086-92 dtd 18/03/2020,"KAM/GRC/SOPD(G)/ 2019-20/44.Re-Construction of Kharbhanga Saportari Road (Construction of RCC Box Culvert of Four Cell 4m x 4m) under SOPD-G for the year 2019-20,Palashbari LAC","Re-Construction of Kharbhanga Saportari Road (Construction of RCC Box Culvert of Four Cell 4m x 4m) under SOPD-G for the year 2019-20,Palashbari LAC",Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,23-03-2020 11:00,,90,No,No,Offline,30-03-2020 13:00,Public Works Roads Department,Public Works Roads Department,Palasbari,781128,0.0,,,,5315649,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,,KAMRUP,False,KAMRUP,,,,,Palasbari,False,Palasbari
2994,23711,2020_PWD_17505_1,No. GRC/NIT/510./2018-19/1265 Dated.11/05/2020,"KAM/GRC/SOPD(G)/ 2019-20/44Re-Construction of Kharbhanga Saportari Road (Construction of RCC Box Culvert of Four Cell 4m x 4m) under SOPD-G for the year 2019-20,Palashbari LAC","Re-Construction of Kharbhanga Saportari Road (Construction of RCC Box Culvert of Four Cell 4m x 4m) under SOPD-G for the year 2019-20,Palashbari LAC",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,14-05-2020 11:00,,90,No,No,Offline,20-05-2020 13:00,Public Works Roads Department,Public Works Roads Department,Palasbari,781128,4.0,,,,5315649,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,,KAMRUP,False,KAMRUP,,,,,Palasbari,False,Palasbari
3073,24453,2020_DoWR_17910_1,PGP/2019-20/DW/I,"Assam integrated Flood and  Riverbank Erosion Risk Management Project, Sub- Reach - Palasbari (Construction of Office Building and Conference hall at P.G.P W.R Division, Mirza )","Assam integrated Flood and Riverbank Erosion Risk Management Project, Sub- Reach - Palasbari (Construction of Office Building and Conference hall at P.G.P W.R Division, Mirza )",Works,Open Tender,Works,Civil Works,2020-2021,No,No,,10-06-2020 18:00,,180,No,No,Online,15-07-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MIRZA,781125,4.0,,,,5775350,Technical Evaluation,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,{'erosion': 2},,KAMRUP,,False,KAMRUP,,,Palasbari,Palasbari,,False,Palasbari
3129,25030,2020_PWD_18228_1,No. GRC/NIT/510/2018-19/ 1831 Dated.27.07.2020,"KAM/GRC/SOPD(G)/ 2020-21/03.Improvement/ Construction of Road from Boromboi Embankment to Gallipar Tiniali under Jalukbari and Hajo Territorial Road Division under SOPD-G for the year 2020-21, Hajo LAC","Improvement/ Construction of Road from Boromboi Embankment to Gallipar Tiniali under Jalukbari and Hajo Territorial Road Division under SOPD-G for the year 2020-21, Hajo LAC",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,31-07-2020 11:00,,90,No,No,Offline,07-08-2020 13:00,Public Works Roads Department,Public Works Roads Department,Hajo,781102,4.0,29-09-2020 00:00,5759824,M/S BORLUIT CONSTRUCTION AND CO,6399804,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 4}",,KAMRUP,KAMRUP,False,KAMRUP,"'JALUKBARI', 'Jalukbari'",HAJO,Hajo,Hajo,Hajo,False,Hajo
3130,25038,2020_PWD_18240_1,No. GRC/NIT/510/2018-19/ 1831 Dated.27.07.2020,KAM/GRC/SOPD(G)/ 2020-21/11.Construction of Road from Garamsung Vithera Chowk to Borolia Embankment at Purankhumdum via Bangshigopal Nam Ghar (L 1830.00M) under SOPD.G for the year 2020-21 in HajoLAC under Jalukbari and Hajo Territroial Road Division,Construction of Road from Garamsung Vithera Chowk to Borolia Embankment at Purankhumdum via Bangshigopal Nam Ghar (Length 1830.00M) under SOPD-G for the year 2020-21 in Hajo LAC under Jalukbari and Hajo Territroial Road Division,Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,31-07-2020 11:00,,90,No,No,Offline,07-08-2020 13:00,Public Works Roads Department,Public Works Roads Department,Hajo,781102,7.0,05-10-2020 00:00,12239319,Safikur Rahman,13599243,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 4}",,KAMRUP,KAMRUP,False,KAMRUP,"'JALUKBARI', 'Jalukbari', 'Garamsung'",HAJO,Hajo,Hajo,Hajo,False,Hajo
3132,25084,2020_DoWR_17910_2,PGP/2019-20/DW/I,"Assam integrated Flood and  Riverbank Erosion Risk Management Project, Sub- Reach - Palasbari (Construction of Office Building and Conference hall at P.G.P W.R Division, Mirza ) RETENDER","Assam integrated Flood and Riverbank Erosion Risk Management Project, Sub- Reach - Palasbari (Construction of Office Building and Conference hall at P.G.P W.R Division, Mirza )",Works,Open Tender,Works,Civil Works,2020-2021,No,No,,06-08-2020 18:00,,180,No,No,Online,14-08-2020 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MIRZA,781125,6.0,09-10-2020 00:00,4735387.93,DIGANTA DAS,5775350,AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,{'erosion': 2},,KAMRUP,,False,KAMRUP,,,Palasbari,Palasbari,,False,Palasbari
3142,25263,2020_ID_18459_1,GWDI_W_223_e_tender_2019_1346  Date_14_08-20,Restoration of Canal system of Medhipara FIS under SOPD for the year 2019-20,Earth Work in filling of Canal RC1 from ch 100.00m m to 900.00 m_in canal RC2 from ch 100 to 1100.00m in U/S canal from ch 100m to 250m _Earth work in afflux bund _C.C work at canal regulator bed construction of Outlet5m_5nos,Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,19-08-2020 10:00,,180,No,No,Online,03-09-2020 15:00,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Guwahati Project Circle (Irrigation)||Guwahati West Division (Irrigation),Irrigation Department,Boko Dist Kamrup Assam,781123,2.0,05-10-2020 00:00,4212183,"BALAJI CONSTRUCTIONS,JOGESH KALITA",4433524,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'restoration': 1, 'bund': 1, 'canal': 5}",,,KAMRUP,False,KAMRUP,"'MEDHIPARA', 'Medhipara', 'MedhiPara'",CHAMARIA,Nagarbera,Nagarbera,Boko,False,Boko
3229,26737,2020_PWD_19340_1,NKTRD/SOPD/Tech./NIT/01/2380,NKTRD(R)/ SOPD(G)/ 2020-21/16,"Construction of 1) Road from NH_31 to Red Horn Boundary wall (L_0.390 Km), 2) Slab culvert at Chiknibari Krishi Farm Road, 3) H.P. Culvert at 1st Km. of R.D. Road to Khopnikuchi Road,4) Road from Dwarkuchi chowk to Kolonijan via Naokhali Manoj Boro",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,20-11-2020 11:00,,90,No,No,Offline,30-11-2020 13:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,0.0,,,,9523586,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'road': 5}",,,KAMRUP,False,KAMRUP,,,,,"Rangia
(Pt)",False,"Rangia
(Pt)"
3230,26742,2020_PWD_19360_1,NKTRD/SOPD/Tech./NIT/01/2380,"Construction of 1) Road from Rangia Goreswar Road to Khairabari Road via Lakhi Mandir including cross-drainage works (L_0.440 Km), 2) Road from Mazusuba Chowk to Rati Mahantas House (L_0.500 Km), 3) 2.50 m span slab culvert No. 4/1 with approaches an","Construction of 1) Road from Rangia Goreswar Road to Khairabari Road via Lakhi Mandir including cross-drainage works (L_0.440 Km), 2) Road from Mazusuba Chowk to Rati Mahantas House (L_0.500 Km), 3) 2.50 m span slab culvert No. 4/1 with approaches an",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,20-11-2020 11:00,,90,No,No,Offline,30-11-2020 13:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,2.0,,,,12695995,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'drainage': 2, 'road': 8}",,KAMRUP,KAMRUP,False,KAMRUP,'GORESWAR',RANGIA,Goreswar (Pt),"Rangia
(Pt)","Rangia
(Pt)",False,"Rangia
(Pt)"
3237,26940,2020_PWD_19494_1,NKTRD/SOPD/Tech./NIT/01/2568,NKTRD(R)/ SOPD(G)/ 2020-21/16,"Construction of 1) Road from NH-31 to Red Horn Boundary wall (L_0.390 Km), 2) Slab culvert at Chiknibari Krishi Farm Road, 3) H.P. Culvert at 1st Km. of R.D. Road to Khopnikuchi Road,4) Road from Dwarkuchi chowk to Kolonijan via Naokhali Manoj Boros",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,01-12-2020 11:00,,90,No,No,Offline,07-12-2020 13:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,3.0,,,,9523586,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'road': 5}",,,KAMRUP,False,KAMRUP,,,,,"Rangia
(Pt)",False,"Rangia
(Pt)"
3346,30232,2020_PWD_19361_1,NKTRD/SOPD/Tech./NIT/01/2380,"Construction of (1) NH-31 Dipteswari Temple to Garaka community Hall via Garaka Namghar (L_0.726 Km ), (2) Stone Masonary Retaining wall on NH-31 to Baralia River Embankment Road, (3) Road from Dwarkuchi Chowk to Baralipar (Astami ) samsan khala (L_0","Construction of (1) NH-31 Dipteswari Temple to Garaka community Hall via Garaka Namghar (L_0.726 Km ), (2) Stone Masonary Retaining wall on NH-31 to Baralia River Embankment Road, (3) Road from Dwarkuchi Chowk to Baralipar (Astami ) samsan khala (L_0",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,20-11-2020 11:00,,90,No,No,Offline,30-11-2020 13:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,4.0,11-Jan-21,INR 10034100.00,['JAYANTA KUMAR DAS'],,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 4}",,,KAMRUP,False,KAMRUP,,,,,"Rangia
(Pt)",False,"Rangia
(Pt)"
