0,1,2,3,4,5,6,7,8,9,10,11,12
,Sonitpur,0,0,0,0,0,,(Dhekiajuli | Population Affected: 0 | Crop Area: 0),,,,
,Udalguri,0,0,0,0,0,,(Udalguri | Population Affected: 0 | Crop Area: 0),,,,
,Total,8415,7124,3912,19451,3926.9,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Chirang,0,0 (Sidli | 0),,,,0 (Sidli | 0),,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,
,Golaghat,17,"9 (Golaghat | 2), (Khumtai | 1), (Bokakhat | 0),
(Morongi | 3), (Dergaon | 0), (Sarupathar | 3)",,,,"8 (Golaghat | 1), (Khumtai | 0), (Bokakhat | 0), (Morongi | 2), (Dergaon |
0), (Sarupathar | 5)",,,,,
,Jorhat,6,"0 (Jorhat West | 0), (Titabor | 0)",,,,"6 (Jorhat West | 6), (Titabor | 0)",,,,,
,"Karbi
Anglong",0,0 (Phuloni | 0),,,,0 (Phuloni | 0),,,,,
,Karimganj,0,0 (Karimganj | 0),,,,0 (Karimganj | 0),,,,,
,Nagaon,2,"2 (Kaliabor | 2), (Samaguri | 0)",,,,"0 (Kaliabor | 0), (Samaguri | 0)",,,,,
,Sivasagar,1,"1 (Nazira | 0), (Demow | 1), (Sivsagar | 0)",,,,"0 (Nazira | 0), (Demow | 0), (Sivsagar | 0)",,,,,
,Sonitpur,0,0 (Dhekiajuli | 0),,,,0 (Dhekiajuli | 0),,,,,
,Udalguri,0,"0 (Udalguri |
0)",,,,0 (Udalguri | 0),,,,,
,Total,27,13,,,,14,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,
,,,,,,,,,/,,,
,,,,,,,,,Lactating,,,
,,,,,,,,,Mother,,,
,Chirang,0,(Sidli | 0),,,0,0,0,0,0,,
,Dhemaji,122,(Jonai | 122),,,42,35,45,0,0,,
,Golaghat,955,"(Golaghat | 315), (Khumtai | 48),
(Bokakhat | 0), (Morongi | 308),
(Dergaon | 0), (Sarupathar | 284)",,,375,318,262,0,0,,
,Jorhat,0,"(Jorhat West | 0), (Titabor | 0)",,,0,0,0,0,0,,
,"Karbi
Anglong",0,(Phuloni | 0),,,0,0,0,0,0,,
,Karimganj,0,(Karimganj | 0),,,0,0,0,0,0,,
,Nagaon,78,"(Kaliabor | 78), (Samaguri | 0)",,,40,28,10,0,0,,
,Sivasagar,18,"(Nazira | 0), (Demow | 18), (Sivsagar |
0)",,,7,6,5,0,0,,
,Sonitpur,0,(Dhekiajuli | 0),,,0,0,0,0,0,,
,Udalguri,0,(Udalguri | 0),,,0,0,0,0,0,,
,Total,1173,,,,464,387,322,0,0,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,
,,,,,,,,,Big,Small,Poultry,
,Chirang,0,(Sidli | 0),,,0,0,0,0,0,0,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,
,Golaghat,965,"(Golaghat | 313), (Khumtai | 0),
(Bokakhat | 0), (Morongi | 75),
(Dergaon | 0), (Sarupathar | 577)",,,388,337,240,562,697,0,
,Jorhat,0,"(Jorhat West | 0), (Titabor | 0)",,,0,0,0,1909,716,0,
,"Karbi
Anglong",0,(Phuloni | 0),,,0,0,0,0,0,0,
,Karimganj,0,(Karimganj | 0),,,0,0,0,0,0,0,
,Nagaon,0,"(Kaliabor | 0), (Samaguri | 0)",,,0,0,0,0,0,0,
,Sivasagar,0,"(Nazira | 0), (Demow | 0), (Sivsagar |
0)",,,0,0,0,0,0,0,
,Sonitpur,0,(Dhekiajuli | 0),,,0,0,0,0,0,0,
,Udalguri,0,(Udalguri | 0),,,0,0,0,0,0,0,
,Total,965,,,,388,337,240,2471,1413,0,
"Human Lives
Lost -
Confirmed",District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,
,,,,Drownin,,,Male,Female,,,,
,,,,g (Non,,,,,,,,
,,,,Flood),,,,,,,,
,,,,,,,,,,,,
,Golaghat,0,0,0,0,0,0,0,0,"0 (Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Morongi | 0),
(Dergaon | 0), (Sarupathar | 0)",,
,Nagaon,0,0,0,0,0,0,0,0,"0 (Kaliabor | 0), (Samaguri | 0)",,
,Sonitpur,0,0,0,0,0,0,0,0,0 (Dhekiajuli | 0),,
,Udalguri,0,0,0,0,0,0,0,0,0 (Udalguri | 0),,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Nazira | 0), (Demow | 0), (Sivsagar
| 0)",,
,Karimganj,0,0,0,0,0,0,0,0,0 (Karimganj | 0),,
,Jorhat,0,0,0,0,0,0,0,0,"0 (Jorhat West | 0), (Titabor | 0)",,
,Chirang,0,0,0,0,0,0,0,0,0 (Sidli | 0),,
,"Karbi
Anglong",0,0,0,0,0,0,0,0,0 (Phuloni | 0),,
,Total,0,0,0,0,0,0,0,0,,,
"Human Lives
Lost -
Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,
,,,,,Male,Female,,,,,,
,Golaghat,0,0,0,0,0,0,"0 (Golaghat | 0), (Khumtai | 0), (Bokakhat | 0), (Morongi | 0),
(Dergaon | 0), (Sarupathar | 0)",,,,
,Nagaon,0,0,0,0,0,0,"0 (Kaliabor | 0), (Samaguri | 0)",,,,
,Sonitpur,0,0,0,0,0,0,0 (Dhekiajuli | 0),,,,
,Udalguri,0,0,0,0,0,0,0 (Udalguri | 0),,,,
,Dhemaji,0,0,0,0,0,0,0 (Jonai | 0),,,,
,Sivasagar,0,0,0,0,0,0,"0 (Nazira | 0), (Demow | 0), (Sivsagar | 0)",,,,
,Karimganj,0,0,0,0,0,0,0 (Karimganj | 0),,,,
,Jorhat,0,0,0,0,0,0,"0 (Jorhat West | 0), (Titabor | 0)",,,,
,Chirang,0,0,0,0,0,0,0 (Sidli | 0),,,,
,"Karbi
Anglong",0,0,0,0,0,0,0 (Phuloni | 0),,,,
,Total,0,0,0,0,0,0,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,
,Chirang,0,0,0,0,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,
,Golaghat,6348,3527,2821,0,,,,,,,
,Jorhat,2625,1909,716,0,,,,,,,
,"Karbi
Anglong",0,0,0,0,,,,,,,
,Karimganj,0,0,0,0,,,,,,,
,Nagaon,0,0,0,0,,,,,,,
,Sivasagar,3083,1786,865,432,,,,,,,
,Sonitpur,0,0,0,0,,,,,,,
,Udalguri,0,0,0,0,,,,,,,
,Total,12056,7222,4402,432,,,,,,,
"Animals
Washed
Away",District,Total,Big,Small,Poultry,,,,,,,
,Chirang,0,0,0,0,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,
,Golaghat,0,0,0,0,,,,,,,
,Jorhat,0,0,0,0,,,,,,,
,"Karbi
Anglong",0,0,0,0,,,,,,,
,Karimganj,0,0,0,0,,,,,,,
,Nagaon,6106,38,306,5762,,,,,,,
,Sivasagar,0,0,0,0,,,,,,,
,Sonitpur,0,0,0,0,,,,,,,
,Udalguri,0,0,0,0,,,,,,,
,Total,6106,38,306,5762,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially,Partially Total,,,,
,,Kuccha,,,,Kuccha,Pukka,,,,,
,Golaghat,0,0,0,,0,0,0,,,,
,Nagaon,0,0,0,,0,0,0,,,,
,Sonitpur,0,0,0,,0,0,0,,,,
,Udalguri,0,0,0,,0,0,0,,,,
,Dhemaji,0,0,0,,0,0,0,,,,
,Sivasagar,0,0,0,,0,0,0,,,,
,Karimganj,0,0,0,,0,0,0,,,,
,Jorhat,0,0,0,,0,0,0,,,,
,Chirang,0,0,0,,0,0,0,,,,
,"Karbi
Anglong",0,0,0,,0,0,0,,,,
,Total,0,0,0,,0,0,0,,,,
"Houses
Damaged
Others",District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,
,Golaghat,0,,,0,,,0,,,,
,Nagaon,0,,,0,,,0,,,,
,Sonitpur,0,,,0,,,0,,,,
,Udalguri,0,,,0,,,0,,,,
,Dhemaji,0,,,0,,,0,,,,
,Sivasagar,0,,,0,,,0,,,,
,Karimganj,0,,,0,,,0,,,,
,Jorhat,0,,,0,,,0,,,,
,Chirang,0,,,0,,,0,,,,
,"Karbi
Anglong",0,,,0,,,0,,,,
,Total,0,,,0,,,0,,,,
"Rescue
Operation",District,Agency,,,Other Agencies Involved,,Medical,Boats,Person,Animal,Helicopter,Person
,,,,,,,Team,Deployed,Evacuate,Evacuate,s Deployed,Evacuated By
,,,,,,,Deployed,,d By,d By,,Helicopters
,,,,,,,,,Boats,Boats,,
,Chirang,,,,,,0,0,0,0,0,0
,Dhemaji,,,,,,0,0,0,0,0,0
,Golaghat,"Fire & Emergency Services
(F&ES)",,,,,2,3,60,23,0,0
,Jorhat,,,,,,0,0,0,0,0,0
,"Karbi
Anglong",,,,,,0,0,0,0,0,0
,Karimganj,,,,,,0,0,0,0,0,0
,Nagaon,,,,,,0,0,0,0,0,0
,Sivasagar,,,,,,0,0,0,0,0,0
,Sonitpur,,,,,,0,0,0,0,0,0
,Udalguri,,,,,,0,0,0,0,0,0
,Total,,,,,,2,3,60,23,0,0
"Relief
Distributed",District,Rice (in,Dal (in Q),Salt (in,M. Oil (in L),Cattle Feed,Cattle Feed,Cattle Feed - Rice Bran (in Q),,,,
,,Q),,Q),,- Green,- Wheat,,,,,
,,,,,,Fooder (in,Bran (in Q),,,,,
,,,,,,Q),,,,,,
,Chirang,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Dhemaji,1.93,0.37,0.11,10.98,0.00,0.00,0.00,,,,
,Golaghat,532.43,95.91,28.65,76.01,0.00,0.00,16.23,,,,
,Jorhat,0.00,0.00,0.00,0.00,0.00,71.59,0.00,,,,
,"Karbi
Anglong",0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Karimganj,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Nagaon,1.05,22.86,2.02,237.22,0.00,0.00,0.00,,,,
,Sivasagar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Sonitpur,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Udalguri,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,Total,535.41,119.14,30.78,324.21,0,71.59,16.23,,,,
"Relief
Distributed -
Others",District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,,
,Chirang,,,,,,,,,,,
,Dhemaji,0.00-L,,0.00-Kg,,"Mosquito Coil-46.00-Pck., Soap-92.00-Pck., Biscuits-46.00-Pck., Match Box-5.00-Pcs,
Candle-46.00-Pcs",,,,,,
,Golaghat,"0.00-Pkt, 0.00-Kg,
20.00-L",,"0.00-Pieces, 70.00-Kg",,"Mosquito Coil-69.00-Pck., Match Box-15.00-Pcs, Candle-72.00-Pcs, Phenyl-2.00-Ltr.",,,,,,
,Jorhat,0.00-Kg,,0.00-Kg,,,,,,,,
,"Karbi
Anglong",,,,,,,,,,,
,Karimganj,,,,,,,,,,,
,Nagaon,0.00-L,,0.00-Kg,,,,,,,,
,Sivasagar,,,,,,,,,,,
,Sonitpur,,,,,,,,,,,
,Udalguri,,,,,,,,,,,
"Infrastructur
e Damaged -
Road",District,Number,Revenue,Road Name,,Departmen,Village,Location,,Longitude,Latitude,Remarks
,,,Circle,,,t,,,,,,
,Chirang,0,(Sidli | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Dhemaji,0,(Jonai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Golaghat,1,(Golaghat | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Khumtai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Bokakhat |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Morongi | 1),"Dukhutimukh village
Road","Panchayat
and Rural
Deptt.","Dukhuti
Mukh","Dukhuti Mukh ,Near
Dukhuti Mukh PWSS",93.9,26.53,,,
,,,(Dergaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Sarupathar |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Jorhat,1,"(Jorhat West
| 0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Titabor | 1),"GAR ALI ROAD via
Chenijan Bekajan","PWD
(Roads)",Block No 4,Chenijan Bekajan area,94.17,26.37,"Dated-
01/08/2024
Length of
damaged-300 m
approx.
Cause of
damaged-Flash
flood due to
heavy rainfall at
Nagaland Hills
Source of
information-
concerned
Gaonpradhan",,
,"Karbi
Anglong",14,(Phuloni | 14),"Road from Jaipong
Bazar to Sarbura Tokbi
Asanchom","PWD
(Roads)",Langsomepi,Langsomepi,93.2,26.24,"Earthen linked
road completely
washed away
due to flash
flood, Under
PWD Dokmoka
(R)
Division.length
of damaged-
35m",,
,,,,"Road from jaipong Bazar
to Kamsing Timung
Road","PWD
(Roads)",Langsomepi,Langsomepi,93.2,26.23,"Bridge approach
road damaged /
HP culvert
completely
damaged due to
flash flood,
Under PWD
Dokmoka (R)
Division.length
of damaged -
150m",,
,,,,"Road from NH36 at
Gobin Rongpi to Sam
Taro Village","PWD
(Roads)","Sarjeng
(Duar
Dikharu
Mouza)",Serjeng,93.1,26.2,"Road surface
and
embankment
was damaged
due to flash
flood, Under
PWD Dokmoka
(R)
Division.Length
of damaged
20m .",,
,,,,"Road from NH-36 at
Sam Taro Village to
phongbirik phase -I","PWD
(Roads)",Phongbirik,Phongbirik,93.1,26.2,"Road surface
was damaged
due to flash
flood, Under
PWD Dokmoka
(R)
Division.Length
of damaged-
80m.",,
,,,,"Road from Lokhon Bey
to Sarthe Teron Village","PWD
(Roads)",Langsomepi,Langsomepi,93.2,26.23,"Earthen road
washed away
due to flash
flood, Under",,
,,,,,,,,,,"PWD Dokmoka
(R) Division.
length of
damaged-5m",,
,,,,"Road at NH -36 to
Phongbirik Road via
Lunse Timung village","PWD
(Roads)",Phongbirik,Phongbirik,93.09,26.21,"Road surface
was damaged
due to flash
flood, Under
PWD Dokmoka
(R) Division.
Length of
damaged-115m",,
,,,,"Road from Dokmoka
Sarthe Rongphar to
Jaljuri Road","PWD
(Roads)",Dokmoka,Dokmoka,93.06,26.19,"Road surface
was damaged
due to flash
flood, Under
PWD Dokmoka
(R) Division.
Length of
damaged-300m.",,
,,,,"Road from Lakhon Bey
to Mon Teron village","PWD
(Roads)",Langsomepi,Langsomepi,93.21,26.23,"Culvert
completely was
damaged due to
flash flood,
Under PWD
Dokmoka (R)
Division.length
of damaged-10
m",,
,,,,"Road from Howraghat
to Dokmoka","PWD
(Roads)",Dokmoka,Dokomka,93.05,26.18,"Road surface
was completely
damaged,
embankment
eroded.due to
flash flood,
Under PWD
Dokmoka (R)
Division.length
of damaged -
350 m",,
,,,,"Road from Jaljuri to
Mon Timung via Sarthe
Rongphar village","PWD
(Roads)",Dokmoka,Dokmoka,93.05,26.2,"Road surface
was damaged
due to flash
flood, Under
PWD Dokmoka
(R)
Division.Length
of damaged-
120m.",,
,,,,"Road from Jamin Gaon
to jaipong","PWD
(Roads)",Langsomepi,Langsomepi,93.15,26.22,"Culvert was
damaged due to
flash flood,
Under PWD
Dokmoka (R)
Division. length
of damaged-10
m",,
,,,,"Nagen Barman Road at
Howraghat Town","PWD
(Roads)","Hawraghat
C:",Howraghat,93.03,26.11,"Road surface
was damaged
due to flash
flood, Under
PWD Dokmoka
(R)
Division.Length
of damaged-
220m.",,
,,,,"Road from Dokmoka to
phuloni via Basateplong
village","PWD
(Roads)","kajesera
Basatiplong",Kajesera basatiplong,93.07,26.19,"Road surface
was completely
damaged,",,
,,,,,,,,,,"embankment
eroded.due to
flash flood,
Under PWD
Dokmoka (R)
Division.length
of damaged -
150 m",,
,,,,"Road from Dokmoka to
Phuloni via Matikhola
village","PWD
(Roads)",Matikhula,Matikhula,93.07,26.19,"Road
completely
washed away/
embankment
eroded.damage
d due to flash
flood, Under
PWD Dokmoka
(R)
Division.length
of damaged-600
m to 300m",,
,Karimganj,2,"(Karimganj |
2)","MoinulHoque to
Panchayat Road","Panchayat
and Rural
Deptt.","Kanishail
Part-II",Kanishail,92.36,22.85,"BDO, South
Karimganj
Develpoment
Block submitted
a flood
damaged report
on 16/07/24 ie
50 percent
mentioned the
scheme is
damaged",,
,,,,"Panchayat Road to Riaz
Uddin house","Panchayat
and Rural
Deptt.","Bhogichogi
Kitte
Sarifnagar",Sarifnagar,92.36,24.85,"BDO, South
Karimganj
Develpoment
Block submitted
a flood
damaged report
on 16/07/24 ie
30 percent
mentioned the
scheme is
damaged .",,
,Nagaon,0,(Kaliabor | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Samaguri |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Sivasagar,0,(Nazira | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Demow | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Sivsagar | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Sonitpur,0,"(Dhekiajuli |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Udalguri,0,(Udalguri | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Total,18,,,,,,,,,,
"Infrastructur
e Damaged -
Bridge",District,Number,Revenue,Bridge Name,Departmen,Village,Location,Longitude,Latitude,Remarks,,
,,,Circle,,t,,,,,,,
,Chirang,0,(Sidli | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Dhemaji,0,(Jonai | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Golaghat,0,(Golaghat | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Khumtai | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Bokakhat |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Morongi | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Dergaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Sarupathar |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Jorhat,0,"(Jorhat West
| 0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Titabor | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,"Karbi
Anglong",0,(Phuloni | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Karimganj,0,"(Karimganj |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Nagaon,0,(Kaliabor | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Samaguri |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sivasagar,0,(Nazira | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Demow | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Sivsagar | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sonitpur,0,"(Dhekiajuli |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Udalguri,0,(Udalguri | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Total,0,,,,,,,,,,
"Infrastructur
e Damaged -
Embankment
Breached",District,Number,Revenue,Embankment Breached,,Departmen,Village,Location,,Longitude,Latitude,Remarks
,,,Circle,Name,,t,,,,,,
,Chirang,0,(Sidli | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Dhemaji,0,(Jonai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Golaghat,0,(Golaghat | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Khumtai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Bokakhat |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Morongi | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Dergaon | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Sarupathar |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Jorhat,0,"(Jorhat West
| 0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Titabor | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,"Karbi
Anglong",0,(Phuloni | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Karimganj,0,"(Karimganj |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Nagaon,0,(Kaliabor | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Samaguri |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sivasagar,0,(Nazira | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Demow | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Sivsagar | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sonitpur,0,"(Dhekiajuli |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Udalguri,0,(Udalguri | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Total,0,,,,,,,,,,
"Infrastructur
e Damaged -
Embankment
Affected",District,Number,Revenue,Embankment Affected,,Departmen,Village,Location,,Longitude,Latitude,Remarks
,,,Circle,Name,,t,,,,,,
,Chirang,0,(Sidli | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Dhemaji,0,(Jonai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Golaghat,0,(Golaghat | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Khumtai | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Bokakhat |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Morongi | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Dergaon | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Sarupathar |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Jorhat,0,"(Jorhat West
| 0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Titabor | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,"Karbi
Anglong",0,(Phuloni | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Karimganj,0,"(Karimganj |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Nagaon,0,(Kaliabor | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,"(Samaguri |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sivasagar,0,(Nazira | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Demow | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Sivsagar | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Sonitpur,0,"(Dhekiajuli |
0)",Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Udalguri,0,(Udalguri | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,Total,0,,,,,,,,,,
"Infrastructur
e Damaged -
Others",District,Revenu,Damages,Number,Name,Departmen,Village,Location,,Longitude,Latitude,Remarks
,,e Circle,,,,t,,,,,,
,,,,,,,,,,,,
,Chirang,Sidli,"Culvert
Approach
Road
Damaged (in
Nos)",1,"Laoripara
village road","PWD
(Roads)",Lauripara,Lauripara village,,90.39,26.56,"As reported by
Executive
Engineer, PWD
Chirang (R and
B) Division,
Kajalgaon,
Culvert
approach road
eroded at CH-
214.00 M date
of occurrence-
30/07/2024.
damage details-
East Side -
(Left)Length-
12m, Breadth-
2m and Depth-
4.40m (Right)-
Length-5m,
Breadth-3m and
Depth- 5m and
West Side - (Left
)-Length-13m,
Breadth-4m and
Depth- 5m and
(Right )-Length-
5m, Breadth-
1.50m and
Depth- 4.20m"
