Unnamed: 0,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,count,count_nonzero,inundation_pct,intensity_mean,intensity_mean_nonzero,intensity_sum,month
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,2312800,244780,0.1058370805949498,0.0058127594258042,0.14481961844642416,13443.75,2022_05
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,2648373,68207,0.0257543027360571,0.0029837186831311,0.1484835957758653,7902.0,2022_05
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,1002816,123517,0.1231701528495756,0.0215262570601187,0.19841971983749104,21586.875,2022_05
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,2647306,101,3.8151993007230745e-05,4.438474434009517e-06,0.125,11.75,2022_05
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,2906221,135,4.645207642502067e-05,1.7204472750007657e-07,0.125,0.5,2022_05
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,2759306,452,0.0001638093056732,1.155181773967802e-05,0.125,31.875,2022_05
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,3505523,968,0.0002761356864581,2.5210218275561164e-05,0.125,88.375,2022_05
57,Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,2237843,411633,0.1839418582983703,0.0168302691475675,0.1830822626981465,37663.5,2022_05
58,Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,1216530,30397,0.0249866423351664,0.0,--,0.0,2022_05
59,Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,2040855,20420,0.010005610393683,4.716160628756085e-06,0.125,9.625,2022_05
60,Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,1099816,0,0.0,0.0,--,0.0,2022_05
61,Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,1220566,166515,0.1364244129362934,0.0008868836261209,0.12507221259387638,1082.5,2022_05
62,Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,1209702,153,0.0001264774299786,0.0,--,0.0,2022_05
63,Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,1435665,851,0.0005927566667711,0.0,--,0.0,2022_05
64,Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,1477771,711862,0.4817133371814713,0.0712135033100527,0.2266505497345552,105237.25,2022_05
65,Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,1197181,769150,0.6424675967961403,0.0899404517779684,0.2560861334145135,107675.0,2022_05
66,Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,970193,164829,0.1698930006710005,0.0148474324180858,0.14952588309787518,14404.875,2022_05
67,Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,1190217,104160,0.0875134534290805,0.005765335228786,0.1442687747035573,6862.0,2022_05
68,Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,1384680,333444,0.2408094288933183,0.0210615449056821,0.1982859435129659,29163.5,2022_05
69,Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,1288418,99928,0.0775586804903377,0.0065824910859674,0.12918113690367392,8481.0,2022_05
70,Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,1342595,18592,0.0138478096522033,0.0012161150607592,0.125,1632.75,2022_05
71,Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,2615665,214485,0.0820001796866189,0.0046569419249024,0.2604335927477978,12181.0,2022_05
72,Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,1456525,357157,0.2452117196752544,0.0102070853572715,0.21199325528668597,14866.875,2022_05
73,Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,992574,118147,0.1190309236389427,0.0092892318356112,0.1888814913448735,9220.25,2022_05
74,Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,2021313,273513,0.1353145208089989,0.0075326038075251,0.13324130145617474,15225.75,2022_05
75,Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,979064,51517,0.0526186235016301,0.0053133656226763,0.13896049257399296,5202.125,2022_05
76,Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,2756735,391813,0.1421293668052968,0.0172011909015556,0.1441174995669101,47419.125,2022_05
77,Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,7540478,109196,0.0144813100707939,0.0010332567776207,0.1416359141231435,7791.25,2022_05
78,Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,4807024,128395,0.0267098728860101,0.0001494687773558,0.13571968265961465,718.5,2022_05
79,Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,4448895,1554,0.0003493002194927,4.1723843785928864e-05,0.125,185.625,2022_05
80,Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,3111494,219,7.038419485944695e-05,0.0,--,0.0,2022_05
81,Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,1725810,0,0.0,0.0,--,0.0,2022_05
82,Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,5577798,227,4.069706360825544e-05,2.465130504905341e-07,0.125,1.375,2022_05
83,Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,2257735,1082550,0.4794849705567748,0.0906452152267648,0.3173281776950808,204652.875,2022_05
84,Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,2539066,1240428,0.4885371234934421,0.0725976106962166,0.2500184804398955,184330.125,2022_05
85,Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,1356383,246343,0.1816175814648222,0.020338189877048,0.2634575346913828,27586.375,2022_05
86,Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,3023351,697863,0.2308243402767326,0.0330638503435426,0.2572397523423769,99963.625,2022_05
87,Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,2286826,702231,0.3070767080661143,0.0381645783282156,0.26497703197913597,87275.75,2022_05
88,Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,539974,259737,0.4810176045513302,0.0877053802590495,0.2502344695308496,47358.625,2022_05
89,Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,407246,225857,0.5545959935763641,0.0887095883078041,0.24753758290851285,36126.625,2022_05
90,Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,849158,522601,0.6154343479069855,0.0849192670857484,0.22661523739487877,72109.875,2022_05
91,Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,2031059,127079,0.0625678525340721,0.004302496874783,0.14415653507976048,8738.625,2022_05
92,"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,1737889,286084,0.1646158068783449,0.0285378554096377,0.21027747627809953,49595.625,2022_05
93,Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,473422,392152,0.8283349738710918,0.1263552918960251,0.2292527363451014,59819.375,2022_05
94,Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,487261,249434,0.5119104545613131,0.0697110993902651,0.21392403468885207,33967.5,2022_05
95,Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,816812,183263,0.2243637458803249,0.0269251063892303,0.1809120148725795,21992.75,2022_05
96,Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,2239704,84699,0.0378170508245732,0.002754716694706,0.15610530577132303,6169.75,2022_05
97,"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,581448,31616,0.054374595836601,0.0028082906811959,0.125,1632.875,2022_05
98,Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,910983,87652,0.0962169436751289,0.0085354227246831,0.13622805634395038,7775.625,2022_05
99,Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,1066439,52477,0.0492076902663912,0.0035503671564899,0.15791833500166833,3786.25,2022_05
100,Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,261111,30962,0.118577922799116,0.0033390971655732,0.125,871.875,2022_05
101,Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,519038,6839,0.0131762992304995,0.0014307719280669,0.125,742.625,2022_05
102,Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,38513,0,0.0,0.0,--,0.0,2022_05
103,Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,105549,0,0.0,0.0,--,0.0,2022_05
104,Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,2204046,438,0.00019872543495,1.4291897719013124e-05,0.125,31.5,2022_05
105,Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,703342,18270,0.0259759832343298,0.0002656957781562,0.125,186.875,2022_05
106,Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,2873448,7422,0.0025829595663467,8.091324429744335e-06,0.125,23.25,2022_05
107,"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,572328,148565,0.2595801708111432,0.0126570777596063,0.1596297928602909,7244.0,2022_05
108,Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,164517,61383,0.3731103776509418,0.0474867338937617,0.19563216807732758,7812.375,2022_05
109,Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,767470,337032,0.4391468070413176,0.0691404875760616,0.23252346564069307,53063.25,2022_05
110,Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,1265450,206947,0.1635362914378284,0.0244545418625785,0.21496547604162325,30946.0,2022_05
111,Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,1439537,22460,0.015602238775384,0.0013462661953114,0.13866628506010303,1938.0,2022_05
112,Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,540668,8980,0.0166090835780922,0.0023369239533318,0.16984809786261595,1263.5,2022_05
113,Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,429107,121843,0.2839454961116924,0.0291690067978383,0.1791082952935621,12516.625,2022_05
114,Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,350808,180626,0.5148856354473103,0.0877246242959111,0.23795145788712682,30774.5,2022_05
115,Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,1571343,121245,0.0771601108096704,0.0040898931678188,0.13111814991635043,6426.625,2022_05
116,"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,278112,71533,0.2572093257392705,0.0232487271315153,0.1707218863042273,6465.75,2022_05
117,Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,171310,67658,0.3949448368454848,0.0446398342186679,0.1901402322285487,7647.25,2022_05
118,Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,310349,301,0.0009698758494469,5.477704133088877e-05,0.125,17.0,2022_05
119,Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,1510383,196580,0.1301524182939029,0.0107548052381415,0.22073781407547324,16243.875,2022_05
120,Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,381805,87614,0.2294731603829179,0.0417598643286494,0.4069662820970953,15944.125,2022_05
121,"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,291600,81908,0.2808916323731139,0.0240912208504801,0.18055876834502788,7025.0,2022_05
122,"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,456115,180393,0.3954989421527465,0.0350917531762823,0.18791311034668984,16005.875,2022_05
123,Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,1136051,112686,0.0991909694195067,0.0079402245145684,0.1615621585800512,9020.5,2022_05
124,Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,252490,83485,0.3306467582874569,0.0436428175373282,0.2225776642158843,11019.375,2022_05
125,Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,393418,54382,0.1382295675337681,0.0062999151030201,0.14980356603203385,2478.5,2022_05
126,Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,187696,19282,0.1027299462961384,0.0068535024720825,0.1383347671792666,1286.375,2022_05
127,Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,402950,42912,0.1064946023079786,0.0084619679861024,0.1638593877649094,3409.75,2022_05
128,Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,651457,59,9.056622309684292e-05,1.1320777887105363e-05,0.125,7.375,2022_05
129,Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,58188,198,0.0034027634563827,0.0004253454320478,0.125,24.75,2022_05
130,Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,1415623,86293,0.0609576137149509,0.0002141283378413,0.12567371475953565,303.125,2022_05
131,Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,108915,13975,0.1283110682642427,0.001400174447964,0.125,152.5,2022_05
132,Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,897740,4975,0.0055416935861162,0.0002392117985162,0.125,214.75,2022_05
133,Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,293699,493,0.0016785893040153,0.0,--,0.0,2022_05
134,Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,72109,0,0.0,0.0,--,0.0,2022_05
135,Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,11521,1093,0.0948702369585973,0.0094284350316812,0.13295593635250919,108.625,2022_05
136,Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,162032,27194,0.167831045719364,0.0089527068727165,0.12925465561792748,1450.625,2022_05
137,Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,542007,254213,0.4690216178019841,0.1015837895082535,0.27183382128592376,55059.125,2022_05
138,Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,898724,463228,0.5154285409091112,0.0749341566487598,0.2771324488594979,67345.125,2022_05
139,Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,126426,42717,0.3378814484362394,0.0141990176071377,0.1268191451783822,1795.125,2022_05
140,Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,500480,21208,0.0423753196930946,0.0010629795396419,0.12831644958996624,532.0,2022_05
141,Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,7104,587,0.0826295045045045,0.0082347972972972,0.125,58.5,2022_05
142,Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,19330,8241,0.4263321262286601,0.0153259182617692,0.1286365610073817,296.25,2022_05
143,Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,192850,41991,0.2177391755250194,0.0225265750583354,0.125,4344.25,2022_05
144,Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,1926719,404,0.0002096828857762,1.686805393002301e-05,0.125,32.5,2022_05
145,Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,1753351,29136,0.0166173230573912,0.00038141250668,0.12561044327573254,668.75,2022_05
146,Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,1001280,82775,0.0826691834451901,0.003476674856184,0.12549116798846432,3481.125,2022_05
147,Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,909460,15478,0.0170188903305258,0.0018451883535284,0.13152480601928052,1678.125,2022_05
148,Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,3210704,423910,0.1320302338677125,0.016859114075916,0.17307412535091476,54129.625,2022_05
149,Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,1315846,378522,0.2876643619390111,0.0484014656730346,0.24058685871646968,63688.875,2022_05
150,Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,966801,535185,0.553562729041447,0.0754559366405289,0.2502053580003018,72950.875,2022_05
151,Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,809397,652778,0.8064991592506521,0.2815651651785218,0.5018154914598136,227898.0,2022_05
152,Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,973142,666299,0.6846883599721315,0.1108620324680262,0.36967762495117085,107884.5,2022_05
153,Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,2670111,578051,0.2164895017473056,0.0152993171444932,0.15099921637336114,40850.875,2022_05
154,Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,9388887,1870686,0.1992447028066266,0.0045349624508208,0.25536173734683965,42578.25,2022_05
155,South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,1331348,143991,0.1081542917404014,0.0065415841688273,0.12704592201426676,8709.125,2022_05
156,Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,758597,121072,0.1595998929602938,0.0186945440068969,0.1312858147952713,14181.625,2022_05
157,Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,54839,1815,0.0330968836047338,0.0031820419774248,0.125,174.5,2022_05
158,Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,870662,51062,0.0586473281250358,0.0039215849548963,0.15063862172416836,3414.375,2022_05
159,Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,1690686,1737,0.0010273936141897,0.0,--,0.0,2022_05
160,Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,909154,1130,0.0012429137417863,2.062356872433053e-06,0.125,1.875,2022_05
161,Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,414313,62388,0.1505818065086058,0.0060811512069377,0.13498526654165552,2519.5,2022_05
162,Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,636582,18421,0.0289373560672466,0.0002580186056156,0.125,164.25,2022_05
163,Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,803631,225712,0.2808652229692483,0.025296280257979,0.14794319918492105,20328.875,2022_05
164,Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,973038,193872,0.1992440171915177,0.0057666041819538,0.1750413339156476,5611.125,2022_05
