,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
120,Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,0.0,112
121,"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,0.0,89
122,"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,0.0019277388922060118,135
123,Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,0.005380892474435399,338
124,Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,0.002241106177529981,75
125,Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,0.0005108904660022752,112
126,Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,0.0,56
127,Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,0.0,119
128,Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,0.0,191
129,Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,0.0,14
130,Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,0.0,418
131,Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,0.0,30
132,Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,0.0,265
133,Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,0.0,89
134,Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,0.0,20
135,Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,0.0,5
136,Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,0.0,48
137,Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,0.0,159
138,Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,0.0,268
139,Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,0.0,35
140,Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,0.0,145
141,Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,0.0,2
142,Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,0.0,7
143,Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,0.0,57
144,Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,0.0,564
145,Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,0.0,524
146,Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,0.0,292
147,Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,0.460889797642368,266
148,Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,0.45906580829474575,947
149,Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,0.7516738807525802,385
150,Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,0.5111681941806973,284
151,Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,0.43596162292679985,241
152,Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,0.28483449592022886,283
153,Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,0.5011180292225152,784
154,Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.34515056126910837,2761
155,South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,0.0,396
156,Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,0.0,223
157,Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,0.0,15
158,Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,0.0,257
159,Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,0.0,504
160,Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,0.0,273
161,Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,0.0,121
162,Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,0.012717406077074871,189
163,Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,0.0,235
164,Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,0.006685659567124743,289
165,North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,0.0028775383745998167,102
166,Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,0.0,177
167,Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,0.0,398
168,Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,0.0,583
169,Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,0.010265753145092043,440
170,Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,0.02126562978274836,352
171,Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,0.027052645358068835,380
172,Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,0.0,68
173,Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,0.15772565817115755,326
174,Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,0.1707875958727075,174
175,Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,0.3605610667743369,359
176,Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,0.4581400573563223,354
177,Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,0.41939839044466687,291
178,Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,0.343343480312203,598
179,Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,0.23520822239192932,2972
