,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
124,Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,7.3853403777204525,75
125,Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,8.25608663624882,112
126,Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,8.926027887230438,56
127,Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,8.513196751956016,119
128,Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,9.130908797802887,191
129,Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,9.556138567386133,14
130,Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,12.393557731506629,418
131,Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,9.729962203291155,30
132,Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,11.709921202397318,265
133,Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,8.991700019335003,89
134,Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,8.513196751956016,20
135,Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,11.197615607130912,5
136,Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,11.865175447637036,48
137,Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,11.411738574840424,159
138,Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,7.722466119810345,268
139,Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,11.726137144527128,35
140,Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,12.952384840961425,145
141,Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,11.197615607130912,2
142,Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,11.865175447637037,7
143,Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,11.565749995068904,57
144,Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,13.775908948661849,564
145,Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,14.498962385426289,524
146,Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,12.840960477335996,292
147,Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,10.621973479125517,266
148,Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,13.74690254854848,947
149,Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,9.345322013446912,385
150,Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,11.965030678789528,284
151,Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,5.453137961197945,241
152,Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,7.49934502425466,283
153,Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,6.3556120605992765,784
154,Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,4.1451350811030325,2761
155,South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,9.388671227310516,396
156,Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,11.237889698770289,223
157,Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,8.513196751956016,15
158,Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,11.443946812029269,257
159,Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,10.16969501319462,504
160,Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,10.738577543027036,273
161,Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,10.983008483419319,121
162,Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,11.76280614014198,189
163,Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,9.069073873338997,235
164,Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,6.161030185396936,289
165,North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,6.6306672446255375,102
166,Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,11.752096815642728,177
167,Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,9.683979906690075,398
168,Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,11.38789083091223,583
169,Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,6.099017687859642,440
170,Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,4.8409714847052046,352
171,Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,5.405848541277727,380
172,Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,19.359301543453498,68
173,Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,10.095614936622255,326
174,Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,9.80225315343065,174
175,Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,11.436395001733858,359
176,Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,11.087106265183333,354
177,Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,12.254493004129223,291
178,Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,11.95890029876852,598
179,Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,7.8512127110612875,2972
